Timestamp,BR,RtoR
03/04/2023 10:18:10.220,1685,4.036
03/04/2023 10:18:10.276,1687,4.036
03/04/2023 10:18:10.332,1690,4.036
03/04/2023 10:18:10.388,1691,4.036
03/04/2023 10:18:10.444,1682,4.036
03/04/2023 10:18:10.500,1679,4.036
03/04/2023 10:18:10.556,1684,4.036
03/04/2023 10:18:10.612,1699,4.036
03/04/2023 10:18:10.668,1694,4.036
03/04/2023 10:18:10.724,1718,4.036
03/04/2023 10:18:10.780,1777,-0.808
03/04/2023 10:18:10.836,1876,-0.808
03/04/2023 10:18:10.892,1474,-0.808
03/04/2023 10:18:10.948,1152,-0.808
03/04/2023 10:18:11.004,863,-0.808
03/04/2023 10:18:11.060,828,-0.808
03/04/2023 10:18:11.116,817,-0.808
03/04/2023 10:18:11.172,808,-0.808
03/04/2023 10:18:11.228,806,-0.808
03/04/2023 10:18:11.284,804,-0.808
03/04/2023 10:18:11.340,940,-0.808
03/04/2023 10:18:11.396,1504,-0.808
03/04/2023 10:18:11.452,1792,-0.808
03/04/2023 10:18:11.508,1809,-0.808
03/04/2023 10:18:11.564,1801,-0.808
03/04/2023 10:18:11.620,1790,-0.808
03/04/2023 10:18:11.676,1774,-0.808
03/04/2023 10:18:11.732,1745,-0.808
03/04/2023 10:18:11.788,1732,-0.808
03/04/2023 10:18:11.844,1708,-0.808
03/04/2023 10:18:11.900,1694,-0.808
03/04/2023 10:18:11.956,1682,-0.808
03/04/2023 10:18:12.012,1665,-0.808
03/04/2023 10:18:12.068,1658,-0.808
03/04/2023 10:18:12.124,1645,-0.808
03/04/2023 10:18:12.180,1636,-0.808
03/04/2023 10:18:12.236,1626,-0.808
03/04/2023 10:18:12.292,1607,-0.808
03/04/2023 10:18:12.348,1597,-0.808
03/04/2023 10:18:12.404,1578,-0.808
03/04/2023 10:18:12.460,1568,-0.808
03/04/2023 10:18:12.516,1557,-0.808
03/04/2023 10:18:12.572,1531,-0.808
03/04/2023 10:18:12.628,1519,-0.808
03/04/2023 10:18:12.684,1495,-0.808
03/04/2023 10:18:12.740,1485,-0.808
03/04/2023 10:18:12.796,1476,-0.808
03/04/2023 10:18:12.852,1475,-0.808
03/04/2023 10:18:12.908,1477,-0.808
03/04/2023 10:18:12.964,1483,-0.808
03/04/2023 10:18:13.020,1491,-0.808
03/04/2023 10:18:13.076,1504,-0.808
03/04/2023 10:18:13.132,1523,-0.808
03/04/2023 10:18:13.188,1523,-0.808
03/04/2023 10:18:13.244,1514,-0.808
03/04/2023 10:18:13.300,1522,-0.808
03/04/2023 10:18:13.356,1559,-0.808
03/04/2023 10:18:13.412,1567,-0.808
03/04/2023 10:18:13.468,1549,-0.808
03/04/2023 10:18:13.524,1523,-0.808
03/04/2023 10:18:13.580,1513,-0.808
03/04/2023 10:18:13.636,1505,-0.808
03/04/2023 10:18:13.692,1500,-0.808
03/04/2023 10:18:13.748,1500,-0.808
03/04/2023 10:18:13.804,1494,-0.808
03/04/2023 10:18:13.860,1488,-0.808
03/04/2023 10:18:13.916,1483,-0.808
03/04/2023 10:18:13.972,1479,-0.808
03/04/2023 10:18:14.028,1479,-0.808
03/04/2023 10:18:14.084,1470,-0.808
03/04/2023 10:18:14.140,1464,-0.808
03/04/2023 10:18:14.196,1465,-0.808
03/04/2023 10:18:14.252,1502,3.528
03/04/2023 10:18:14.308,1519,3.528
03/04/2023 10:18:14.364,1541,3.528
03/04/2023 10:18:14.420,1567,3.528
03/04/2023 10:18:14.476,1627,3.528
03/04/2023 10:18:14.532,1741,3.528
03/04/2023 10:18:14.588,1746,3.528
03/04/2023 10:18:14.644,1758,3.528
03/04/2023 10:18:14.700,1765,3.528
03/04/2023 10:18:14.756,1760,3.528
03/04/2023 10:18:14.812,1733,3.528
03/04/2023 10:18:14.868,1721,3.528
03/04/2023 10:18:14.924,1698,3.528
03/04/2023 10:18:14.980,1699,3.528
03/04/2023 10:18:15.036,1706,3.528
03/04/2023 10:18:15.092,1705,3.528
03/04/2023 10:18:15.148,1697,3.528
03/04/2023 10:18:15.204,1688,3.528
03/04/2023 10:18:15.260,1685,3.528
03/04/2023 10:18:15.316,1682,3.528
03/04/2023 10:18:15.372,1681,3.528
03/04/2023 10:18:15.428,1691,3.528
03/04/2023 10:18:15.484,1708,3.528
03/04/2023 10:18:15.540,1704,3.528
03/04/2023 10:18:15.596,1694,3.528
03/04/2023 10:18:15.652,1675,3.528
03/04/2023 10:18:15.708,1669,3.528
03/04/2023 10:18:15.764,1659,3.528
03/04/2023 10:18:15.820,1654,3.528
03/04/2023 10:18:15.876,1649,3.528
03/04/2023 10:18:15.932,1640,3.528
03/04/2023 10:18:15.988,1639,3.528
03/04/2023 10:18:16.044,1637,3.528
03/04/2023 10:18:16.100,1639,3.528
03/04/2023 10:18:16.156,1644,3.528
03/04/2023 10:18:16.212,1673,3.528
03/04/2023 10:18:16.268,1697,3.528
03/04/2023 10:18:16.324,1757,3.528
03/04/2023 10:18:16.380,1805,3.528
03/04/2023 10:18:16.436,1886,3.528
03/04/2023 10:18:16.492,1497,3.528
03/04/2023 10:18:16.548,1188,3.528
03/04/2023 10:18:16.604,928,3.528
03/04/2023 10:18:16.660,887,3.528
03/04/2023 10:18:16.716,882,3.528
03/04/2023 10:18:16.772,850,3.528
03/04/2023 10:18:16.828,899,3.528
03/04/2023 10:18:16.884,904,3.528
03/04/2023 10:18:16.940,910,3.528
03/04/2023 10:18:16.996,919,3.528
03/04/2023 10:18:17.052,1016,3.528
03/04/2023 10:18:17.108,1093,3.528
03/04/2023 10:18:17.164,1095,3.528
03/04/2023 10:18:17.220,1101,3.528
03/04/2023 10:18:17.276,1207,3.528
03/04/2023 10:18:17.332,1370,3.528
03/04/2023 10:18:17.388,1384,3.528
03/04/2023 10:18:17.444,1287,3.528
03/04/2023 10:18:17.500,1087,3.528
03/04/2023 10:18:17.556,970,3.528
03/04/2023 10:18:17.612,882,3.528
03/04/2023 10:18:17.668,866,3.528
03/04/2023 10:18:17.724,1649,3.528
03/04/2023 10:18:17.780,1908,3.528
03/04/2023 10:18:17.836,2003,3.528
03/04/2023 10:18:17.892,2047,3.528
03/04/2023 10:18:17.948,2049,3.528
03/04/2023 10:18:18.004,2046,3.528
03/04/2023 10:18:18.060,2055,3.528
03/04/2023 10:18:18.116,2061,3.528
03/04/2023 10:18:18.172,1975,3.528
03/04/2023 10:18:18.228,1541,3.528
03/04/2023 10:18:18.284,977,3.528
03/04/2023 10:18:18.340,871,3.528
03/04/2023 10:18:18.396,831,3.528
03/04/2023 10:18:18.452,814,3.528
03/04/2023 10:18:18.508,813,3.528
03/04/2023 10:18:18.564,812,3.528
03/04/2023 10:18:18.620,811,3.528
03/04/2023 10:18:18.676,948,3.528
03/04/2023 10:18:18.732,1739,3.528
03/04/2023 10:18:18.788,1812,3.528
03/04/2023 10:18:18.844,1830,3.528
03/04/2023 10:18:18.900,1826,3.528
03/04/2023 10:18:18.956,1820,3.528
03/04/2023 10:18:19.012,1823,3.528
03/04/2023 10:18:19.068,1821,3.528
03/04/2023 10:18:19.124,1745,3.528
03/04/2023 10:18:19.180,1362,3.528
03/04/2023 10:18:19.236,1070,3.528
03/04/2023 10:18:19.292,829,3.528
03/04/2023 10:18:19.348,806,3.528
03/04/2023 10:18:19.404,797,3.528
03/04/2023 10:18:19.460,797,3.528
03/04/2023 10:18:19.516,798,3.528
03/04/2023 10:18:19.572,798,3.528
03/04/2023 10:18:19.628,924,3.528
03/04/2023 10:18:19.684,1641,3.528
03/04/2023 10:18:19.740,1714,3.528
03/04/2023 10:18:19.796,1740,-5.494
03/04/2023 10:18:19.852,1750,-5.494
03/04/2023 10:18:19.908,1748,-5.494
03/04/2023 10:18:19.964,1743,-5.494
03/04/2023 10:18:20.020,1740,-5.494
03/04/2023 10:18:20.076,1736,-5.494
03/04/2023 10:18:20.132,1729,-5.494
03/04/2023 10:18:20.188,1726,-5.494
03/04/2023 10:18:20.244,1721,-5.494
03/04/2023 10:18:20.300,1718,-5.494
03/04/2023 10:18:20.356,1714,-5.494
03/04/2023 10:18:20.412,1707,-5.494
03/04/2023 10:18:20.468,1703,-5.494
03/04/2023 10:18:20.524,1695,-5.494
03/04/2023 10:18:20.580,1692,-5.494
03/04/2023 10:18:20.636,1688,-5.494
03/04/2023 10:18:20.692,1680,-5.494
03/04/2023 10:18:20.748,1677,0.836
03/04/2023 10:18:20.804,1670,0.836
03/04/2023 10:18:20.860,1667,0.836
03/04/2023 10:18:20.916,1664,0.836
03/04/2023 10:18:20.972,1657,0.836
03/04/2023 10:18:21.028,1654,0.836
03/04/2023 10:18:21.084,1650,0.836
03/04/2023 10:18:21.140,1648,0.836
03/04/2023 10:18:21.196,1646,0.836
03/04/2023 10:18:21.252,1643,0.836
03/04/2023 10:18:21.308,1642,0.836
03/04/2023 10:18:21.364,1640,0.836
03/04/2023 10:18:21.420,1639,0.836
03/04/2023 10:18:21.476,1638,0.836
03/04/2023 10:18:21.532,1638,-0.878
03/04/2023 10:18:21.588,1638,-0.878
03/04/2023 10:18:21.644,1641,-0.878
03/04/2023 10:18:21.700,1643,-0.878
03/04/2023 10:18:21.756,1642,-0.878
03/04/2023 10:18:21.812,1639,-0.878
03/04/2023 10:18:21.868,1639,-0.878
03/04/2023 10:18:21.924,1638,-0.878
03/04/2023 10:18:21.980,1637,-0.878
03/04/2023 10:18:22.036,1637,0.58
03/04/2023 10:18:22.092,1634,0.58
03/04/2023 10:18:22.148,1632,0.58
03/04/2023 10:18:22.204,1628,0.58
03/04/2023 10:18:22.260,1634,0.58
03/04/2023 10:18:22.316,1638,0.58
03/04/2023 10:18:22.372,1672,0.58
03/04/2023 10:18:22.428,1690,0.58
03/04/2023 10:18:22.484,1834,0.58
03/04/2023 10:18:22.540,1827,0.58
03/04/2023 10:18:22.596,1429,0.58
03/04/2023 10:18:22.652,962,0.58
03/04/2023 10:18:22.708,873,0.58
03/04/2023 10:18:22.764,897,0.58
03/04/2023 10:18:22.820,921,0.58
03/04/2023 10:18:22.876,944,0.58
03/04/2023 10:18:22.932,969,0.58
03/04/2023 10:18:22.988,968,0.58
03/04/2023 10:18:23.044,1002,0.58
03/04/2023 10:18:23.100,1015,0.58
03/04/2023 10:18:23.156,1020,0.58
03/04/2023 10:18:23.212,1000,0.58
03/04/2023 10:18:23.268,1008,0.58
03/04/2023 10:18:23.324,937,0.58
03/04/2023 10:18:23.380,885,0.58
03/04/2023 10:18:23.436,847,0.58
03/04/2023 10:18:23.492,1655,0.58
03/04/2023 10:18:23.548,1939,0.58
03/04/2023 10:18:23.604,2059,0.58
03/04/2023 10:18:23.660,2058,0.58
03/04/2023 10:18:23.716,2047,0.58
03/04/2023 10:18:23.772,2019,0.58
03/04/2023 10:18:23.828,2004,0.58
03/04/2023 10:18:23.884,1976,0.58
03/04/2023 10:18:23.940,1896,0.58
03/04/2023 10:18:23.996,1481,0.58
03/04/2023 10:18:24.052,949,0.58
03/04/2023 10:18:24.108,858,0.58
03/04/2023 10:18:24.164,814,0.58
03/04/2023 10:18:24.220,813,0.58
03/04/2023 10:18:24.276,812,0.58
03/04/2023 10:18:24.332,811,0.58
03/04/2023 10:18:24.388,811,0.58
03/04/2023 10:18:24.444,1525,0.58
03/04/2023 10:18:24.500,1746,0.58
03/04/2023 10:18:24.556,1829,0.58
03/04/2023 10:18:24.612,1873,0.58
03/04/2023 10:18:24.668,1878,0.58
03/04/2023 10:18:24.724,1886,0.58
03/04/2023 10:18:24.780,1892,0.58
03/04/2023 10:18:24.836,1907,0.58
03/04/2023 10:18:24.892,1876,0.58
03/04/2023 10:18:24.948,1464,0.58
03/04/2023 10:18:25.004,946,0.58
03/04/2023 10:18:25.060,858,0.58
03/04/2023 10:18:25.116,826,0.58
03/04/2023 10:18:25.172,814,0.58
03/04/2023 10:18:25.228,812,0.58
03/04/2023 10:18:25.284,814,0.58
03/04/2023 10:18:25.340,819,0.58
03/04/2023 10:18:25.396,964,0.58
03/04/2023 10:18:25.452,1823,0.58
03/04/2023 10:18:25.508,1932,0.58
03/04/2023 10:18:25.564,1972,0.58
03/04/2023 10:18:25.620,1963,0.58
03/04/2023 10:18:25.676,1949,0.58
03/04/2023 10:18:25.732,1920,0.58
03/04/2023 10:18:25.788,1909,0.58
03/04/2023 10:18:25.844,1827,0.58
03/04/2023 10:18:25.900,1426,0.58
03/04/2023 10:18:25.956,1116,0.58
03/04/2023 10:18:26.012,843,0.58
03/04/2023 10:18:26.068,814,0.58
03/04/2023 10:18:26.124,803,0.58
03/04/2023 10:18:26.180,802,0.58
03/04/2023 10:18:26.236,803,0.58
03/04/2023 10:18:26.292,804,0.58
03/04/2023 10:18:26.348,938,0.58
03/04/2023 10:18:26.404,1722,0.58
03/04/2023 10:18:26.460,1809,0.58
03/04/2023 10:18:26.516,1840,0.58
03/04/2023 10:18:26.572,1859,0.58
03/04/2023 10:18:26.628,1864,0.58
03/04/2023 10:18:26.684,1868,0.58
03/04/2023 10:18:26.740,1867,0.58
03/04/2023 10:18:26.796,1866,0.58
03/04/2023 10:18:26.852,1399,0.58
03/04/2023 10:18:26.908,1097,0.58
03/04/2023 10:18:26.964,838,0.58
03/04/2023 10:18:27.020,812,0.58
03/04/2023 10:18:27.076,804,0.58
03/04/2023 10:18:27.132,802,0.58
03/04/2023 10:18:27.188,802,0.58
03/04/2023 10:18:27.244,803,0.58
03/04/2023 10:18:27.300,934,0.58
03/04/2023 10:18:27.356,1479,0.58
03/04/2023 10:18:27.412,1764,0.58
03/04/2023 10:18:27.468,1791,0.58
03/04/2023 10:18:27.524,1800,-5.49
03/04/2023 10:18:27.580,1798,-5.49
03/04/2023 10:18:27.636,1795,-5.49
03/04/2023 10:18:27.692,1789,-5.49
03/04/2023 10:18:27.748,1786,-5.49
03/04/2023 10:18:27.804,1779,-5.49
03/04/2023 10:18:27.860,1776,-5.49
03/04/2023 10:18:27.916,1772,-5.49
03/04/2023 10:18:27.972,1766,-5.49
03/04/2023 10:18:28.028,1763,-5.49
03/04/2023 10:18:28.084,1757,-5.49
03/04/2023 10:18:28.140,1755,-5.49
03/04/2023 10:18:28.196,1752,-5.49
03/04/2023 10:18:28.252,1746,0.759
03/04/2023 10:18:28.308,1743,0.759
03/04/2023 10:18:28.364,1739,0.759
03/04/2023 10:18:28.420,1737,0.759
03/04/2023 10:18:28.476,1735,0.759
03/04/2023 10:18:28.532,1730,0.759
03/04/2023 10:18:28.588,1728,0.759
03/04/2023 10:18:28.644,1723,0.759
03/04/2023 10:18:28.700,1720,0.759
03/04/2023 10:18:28.756,1718,0.759
03/04/2023 10:18:28.812,1714,0.759
03/04/2023 10:18:28.868,1712,0.759
03/04/2023 10:18:28.924,1708,0.759
03/04/2023 10:18:28.980,1706,0.759
03/04/2023 10:18:29.036,1704,-0.74
03/04/2023 10:18:29.092,1701,-0.74
03/04/2023 10:18:29.148,1699,-0.74
03/04/2023 10:18:29.204,1696,-0.74
03/04/2023 10:18:29.260,1695,-0.74
03/04/2023 10:18:29.316,1693,-0.74
03/04/2023 10:18:29.372,1690,-0.74
03/04/2023 10:18:29.428,1688,-0.74
03/04/2023 10:18:29.484,1686,-0.74
03/04/2023 10:18:29.540,1685,-0.74
03/04/2023 10:18:29.596,1684,-0.74
03/04/2023 10:18:29.652,1682,-0.74
03/04/2023 10:18:29.708,1682,-0.74
03/04/2023 10:18:29.764,1681,0.731
03/04/2023 10:18:29.820,1680,0.731
03/04/2023 10:18:29.876,1679,0.731
03/04/2023 10:18:29.932,1675,0.731
03/04/2023 10:18:29.988,1673,0.731
03/04/2023 10:18:30.044,1668,0.731
03/04/2023 10:18:30.100,1666,0.731
03/04/2023 10:18:30.156,1665,0.731
03/04/2023 10:18:30.212,1662,0.731
03/04/2023 10:18:30.268,1661,0.731
03/04/2023 10:18:30.324,1659,0.731
03/04/2023 10:18:30.380,1658,0.731
03/04/2023 10:18:30.436,1658,0.731
03/04/2023 10:18:30.492,1657,0.731
03/04/2023 10:18:30.548,1657,0.731
03/04/2023 10:18:30.604,1658,0.731
03/04/2023 10:18:30.660,1659,0.731
03/04/2023 10:18:30.716,1659,0.731
03/04/2023 10:18:30.772,1661,-0.793
03/04/2023 10:18:30.828,1661,-0.793
03/04/2023 10:18:30.884,1662,-0.793
03/04/2023 10:18:30.940,1662,-0.793
03/04/2023 10:18:30.996,1662,-0.793
03/04/2023 10:18:31.052,1663,-0.793
03/04/2023 10:18:31.108,1663,-0.793
03/04/2023 10:18:31.164,1665,-0.793
03/04/2023 10:18:31.220,1665,-0.793
03/04/2023 10:18:31.276,1666,-0.793
03/04/2023 10:18:31.332,1668,-0.793
03/04/2023 10:18:31.388,1668,-0.793
03/04/2023 10:18:31.444,1668,-0.793
03/04/2023 10:18:31.500,1668,0.904
03/04/2023 10:18:31.556,1668,0.904
03/04/2023 10:18:31.612,1668,0.904
03/04/2023 10:18:31.668,1668,0.904
03/04/2023 10:18:31.724,1669,0.904
03/04/2023 10:18:31.780,1669,0.904
03/04/2023 10:18:31.836,1669,0.904
03/04/2023 10:18:31.892,1668,0.904
03/04/2023 10:18:31.948,1667,0.904
03/04/2023 10:18:32.004,1663,0.904
03/04/2023 10:18:32.060,1659,0.904
03/04/2023 10:18:32.116,1656,0.904
03/04/2023 10:18:32.172,1654,0.904
03/04/2023 10:18:32.228,1662,0.904
03/04/2023 10:18:32.284,1719,0.904
03/04/2023 10:18:32.340,1785,0.904
03/04/2023 10:18:32.396,1865,0.904
03/04/2023 10:18:32.452,1449,0.904
03/04/2023 10:18:32.508,1134,0.904
03/04/2023 10:18:32.564,862,0.904
03/04/2023 10:18:32.620,838,0.904
03/04/2023 10:18:32.676,838,0.904
03/04/2023 10:18:32.732,843,0.904
03/04/2023 10:18:32.788,825,0.904
03/04/2023 10:18:32.844,943,0.904
03/04/2023 10:18:32.900,952,0.904
03/04/2023 10:18:32.956,953,0.904
03/04/2023 10:18:33.012,976,0.904
03/04/2023 10:18:33.068,943,0.904
03/04/2023 10:18:33.124,871,0.904
03/04/2023 10:18:33.180,990,0.904
03/04/2023 10:18:33.236,1606,0.904
03/04/2023 10:18:33.292,1941,0.904
03/04/2023 10:18:33.348,1974,0.904
03/04/2023 10:18:33.404,2014,0.904
03/04/2023 10:18:33.460,2039,0.904
03/04/2023 10:18:33.516,2050,0.904
03/04/2023 10:18:33.572,2032,0.904
03/04/2023 10:18:33.628,2015,0.904
03/04/2023 10:18:33.684,1502,0.904
03/04/2023 10:18:33.740,1171,0.904
03/04/2023 10:18:33.796,959,0.904
03/04/2023 10:18:33.852,824,0.904
03/04/2023 10:18:33.908,813,0.904
03/04/2023 10:18:33.964,808,0.904
03/04/2023 10:18:34.020,808,0.904
03/04/2023 10:18:34.076,808,0.904
03/04/2023 10:18:34.132,945,0.904
03/04/2023 10:18:34.188,1513,0.904
03/04/2023 10:18:34.244,1814,0.904
03/04/2023 10:18:34.300,1845,0.904
03/04/2023 10:18:34.356,1855,0.904
03/04/2023 10:18:34.412,1855,0.904
03/04/2023 10:18:34.468,1853,0.904
03/04/2023 10:18:34.524,1845,0.904
03/04/2023 10:18:34.580,1841,0.904
03/04/2023 10:18:34.636,1772,0.904
03/04/2023 10:18:34.692,1085,0.904
03/04/2023 10:18:34.748,908,0.904
03/04/2023 10:18:34.804,809,0.904
03/04/2023 10:18:34.860,802,0.904
03/04/2023 10:18:34.916,800,0.904
03/04/2023 10:18:34.972,801,0.904
03/04/2023 10:18:35.028,801,0.904
03/04/2023 10:18:35.084,932,0.904
03/04/2023 10:18:35.140,1474,0.904
03/04/2023 10:18:35.196,1683,0.904
03/04/2023 10:18:35.252,1790,0.904
03/04/2023 10:18:35.308,1801,0.904
03/04/2023 10:18:35.364,1802,0.904
03/04/2023 10:18:35.420,1800,0.904
03/04/2023 10:18:35.476,1797,0.904
03/04/2023 10:18:35.532,1792,0.904
03/04/2023 10:18:35.588,1790,0.904
03/04/2023 10:18:35.644,1787,0.904
03/04/2023 10:18:35.700,1785,0.904
03/04/2023 10:18:35.756,1784,0.904
03/04/2023 10:18:35.812,1785,0.904
03/04/2023 10:18:35.868,1786,0.904
03/04/2023 10:18:35.924,1787,0.904
03/04/2023 10:18:35.980,1786,0.904
03/04/2023 10:18:36.036,1785,-4.473
03/04/2023 10:18:36.092,1782,-4.473
03/04/2023 10:18:36.148,1780,-4.473
03/04/2023 10:18:36.204,1776,-4.473
03/04/2023 10:18:36.260,1773,-4.473
03/04/2023 10:18:36.316,1770,-4.473
03/04/2023 10:18:36.372,1765,-4.473
03/04/2023 10:18:36.428,1762,-4.473
03/04/2023 10:18:36.484,1757,-4.473
03/04/2023 10:18:36.540,1754,-4.473
03/04/2023 10:18:36.596,1752,-4.473
03/04/2023 10:18:36.652,1748,-4.473
03/04/2023 10:18:36.708,1745,-4.473
03/04/2023 10:18:36.764,1741,-4.473
03/04/2023 10:18:36.820,1739,-4.473
03/04/2023 10:18:36.876,1737,-4.473
03/04/2023 10:18:36.932,1734,-4.473
03/04/2023 10:18:36.988,1732,-4.473
03/04/2023 10:18:37.044,1728,-4.473
03/04/2023 10:18:37.100,1727,-4.473
03/04/2023 10:18:37.156,1725,-4.473
03/04/2023 10:18:37.212,1722,-4.473
03/04/2023 10:18:37.268,1720,-4.473
03/04/2023 10:18:37.324,1718,-4.473
03/04/2023 10:18:37.380,1717,-4.473
03/04/2023 10:18:37.436,1716,-4.473
03/04/2023 10:18:37.492,1714,-4.473
03/04/2023 10:18:37.548,1713,-4.473
03/04/2023 10:18:37.604,1711,-4.473
03/04/2023 10:18:37.660,1710,-4.473
03/04/2023 10:18:37.716,1709,-4.473
03/04/2023 10:18:37.772,1708,1.763
03/04/2023 10:18:37.828,1707,1.763
03/04/2023 10:18:37.884,1705,1.763
03/04/2023 10:18:37.940,1704,1.763
03/04/2023 10:18:37.996,1704,1.763
03/04/2023 10:18:38.052,1701,1.763
03/04/2023 10:18:38.108,1701,1.763
03/04/2023 10:18:38.164,1699,1.763
03/04/2023 10:18:38.220,1698,1.763
03/04/2023 10:18:38.276,1697,1.763
03/04/2023 10:18:38.332,1695,1.763
03/04/2023 10:18:38.388,1694,1.763
03/04/2023 10:18:38.444,1692,1.763
03/04/2023 10:18:38.500,1692,1.763
03/04/2023 10:18:38.556,1692,1.763
03/04/2023 10:18:38.612,1693,1.763
03/04/2023 10:18:38.668,1694,1.763
03/04/2023 10:18:38.724,1702,1.763
03/04/2023 10:18:38.780,1707,-0.873
03/04/2023 10:18:38.836,1711,-0.873
03/04/2023 10:18:38.892,1721,-0.873
03/04/2023 10:18:38.948,1726,-0.873
03/04/2023 10:18:39.004,1750,-0.873
03/04/2023 10:18:39.060,1786,-0.873
03/04/2023 10:18:39.116,1824,-0.873
03/04/2023 10:18:39.172,1385,-0.873
03/04/2023 10:18:39.228,1086,-0.873
03/04/2023 10:18:39.284,835,-0.873
03/04/2023 10:18:39.340,809,-0.873
03/04/2023 10:18:39.396,801,-0.873
03/04/2023 10:18:39.452,798,-0.873
03/04/2023 10:18:39.508,798,-0.873
03/04/2023 10:18:39.564,798,-0.873
03/04/2023 10:18:39.620,922,-0.873
03/04/2023 10:18:39.676,1433,-0.873
03/04/2023 10:18:39.732,1701,-0.873
03/04/2023 10:18:39.788,1727,-0.873
03/04/2023 10:18:39.844,1735,-0.873
03/04/2023 10:18:39.900,1734,-0.873
03/04/2023 10:18:39.956,1732,-0.873
03/04/2023 10:18:40.012,1727,-0.873
03/04/2023 10:18:40.068,1724,-0.873
03/04/2023 10:18:40.124,1720,-0.873
03/04/2023 10:18:40.180,1719,-0.873
03/04/2023 10:18:40.236,1717,-0.873
03/04/2023 10:18:40.292,1714,1.582
03/04/2023 10:18:40.348,1711,1.582
03/04/2023 10:18:40.404,1703,1.582
03/04/2023 10:18:40.460,1698,1.582
03/04/2023 10:18:40.516,1694,1.582
03/04/2023 10:18:40.572,1685,1.582
03/04/2023 10:18:40.628,1682,1.582
03/04/2023 10:18:40.684,1677,1.582
03/04/2023 10:18:40.740,1675,1.582
03/04/2023 10:18:40.796,1673,1.582
03/04/2023 10:18:40.852,1671,1.582
03/04/2023 10:18:40.908,1671,1.582
03/04/2023 10:18:40.964,1669,1.582
03/04/2023 10:18:41.020,1669,-0.796
03/04/2023 10:18:41.076,1668,-0.796
03/04/2023 10:18:41.132,1666,-0.796
03/04/2023 10:18:41.188,1665,-0.796
03/04/2023 10:18:41.244,1664,-0.796
03/04/2023 10:18:41.300,1664,-0.796
03/04/2023 10:18:41.356,1663,-0.796
03/04/2023 10:18:41.412,1662,-0.796
03/04/2023 10:18:41.468,1661,-0.796
03/04/2023 10:18:41.524,1658,-0.796
03/04/2023 10:18:41.580,1656,-0.796
03/04/2023 10:18:41.636,1655,-0.796
03/04/2023 10:18:41.692,1652,-0.796
03/04/2023 10:18:41.748,1651,-0.796
03/04/2023 10:18:41.804,1648,-0.796
03/04/2023 10:18:41.860,1646,-0.796
03/04/2023 10:18:41.916,1645,-0.796
03/04/2023 10:18:41.972,1643,-0.796
03/04/2023 10:18:42.028,1642,0.917
03/04/2023 10:18:42.084,1640,0.917
03/04/2023 10:18:42.140,1639,0.917
03/04/2023 10:18:42.196,1639,0.917
03/04/2023 10:18:42.252,1639,0.917
03/04/2023 10:18:42.308,1639,0.917
03/04/2023 10:18:42.364,1640,0.917
03/04/2023 10:18:42.420,1640,0.917
03/04/2023 10:18:42.476,1639,0.917
03/04/2023 10:18:42.532,1638,0.917
03/04/2023 10:18:42.588,1637,0.917
03/04/2023 10:18:42.644,1634,0.917
03/04/2023 10:18:42.700,1632,0.917
03/04/2023 10:18:42.756,1631,0.917
03/04/2023 10:18:42.812,1628,0.917
03/04/2023 10:18:42.868,1628,0.917
03/04/2023 10:18:42.924,1628,0.917
03/04/2023 10:18:42.980,1628,0.917
03/04/2023 10:18:43.036,1627,-0.985
03/04/2023 10:18:43.092,1625,-0.985
03/04/2023 10:18:43.148,1623,-0.985
03/04/2023 10:18:43.204,1621,-0.985
03/04/2023 10:18:43.260,1621,-0.985
03/04/2023 10:18:43.316,1621,-0.985
03/04/2023 10:18:43.372,1622,-0.985
03/04/2023 10:18:43.428,1623,-0.985
03/04/2023 10:18:43.484,1626,-0.985
03/04/2023 10:18:43.540,1627,-0.985
03/04/2023 10:18:43.596,1627,-0.985
03/04/2023 10:18:43.652,1627,-0.985
03/04/2023 10:18:43.708,1626,-0.985
03/04/2023 10:18:43.764,1624,-0.985
03/04/2023 10:18:43.820,1623,-0.985
03/04/2023 10:18:43.876,1621,-0.985
03/04/2023 10:18:43.932,1619,-0.985
03/04/2023 10:18:43.988,1619,-0.985
03/04/2023 10:18:44.044,1619,0.96
03/04/2023 10:18:44.100,1622,0.96
03/04/2023 10:18:44.156,1625,0.96
03/04/2023 10:18:44.212,1634,0.96
03/04/2023 10:18:44.268,1638,0.96
03/04/2023 10:18:44.324,1640,0.96
03/04/2023 10:18:44.380,1638,0.96
03/04/2023 10:18:44.436,1637,0.96
03/04/2023 10:18:44.492,1637,0.96
03/04/2023 10:18:44.548,1637,0.96
03/04/2023 10:18:44.604,1637,0.96
03/04/2023 10:18:44.660,1637,0.96
03/04/2023 10:18:44.716,1636,0.96
03/04/2023 10:18:44.772,1634,-0.947
03/04/2023 10:18:44.828,1634,-0.947
03/04/2023 10:18:44.884,1634,-0.947
03/04/2023 10:18:44.940,1636,-0.947
03/04/2023 10:18:44.996,1638,-0.947
03/04/2023 10:18:45.052,1642,-0.947
03/04/2023 10:18:45.108,1644,-0.947
03/04/2023 10:18:45.164,1649,-0.947
03/04/2023 10:18:45.220,1650,-0.947
03/04/2023 10:18:45.276,1650,-0.947
03/04/2023 10:18:45.332,1652,-0.947
03/04/2023 10:18:45.388,1652,-0.947
