Timestamp,HR,BR,Temp,Posture,Activity,Acceleration,Battery,BRAmplitude,ECGAmplitude,ECGNoise,XMin,XPeak,YMin,YPeak,ZMin,ZPeak
03/04/2023 10:18:09.428,71,32.5,-3276.8,177,0.02,0.04,3.913,63916.000,0.000920,0.000440,0.90,0.96,0.00,0.06,-0.07,-0.02
03/04/2023 10:18:10.428,71,37.9,-3276.8,178,0.04,0.13,3.913,64329.000,0.000920,0.000940,0.86,0.98,-0.13,0.07,-0.07,0.06
03/04/2023 10:18:11.428,72,41.5,-3276.8,179,0.02,0.09,3.912,64245.000,0.000920,0.000660,0.87,0.97,-0.06,0.02,-0.04,0.06
03/04/2023 10:18:12.428,72,43.7,-3276.8,174,0.11,0.16,3.912,64574.000,0.000920,0.000740,0.86,0.97,-0.15,0.01,-0.15,-0.01
03/04/2023 10:18:13.428,72,45.0,-3276.8,173,0.11,0.16,3.912,64819.000,0.000920,0.003240,0.79,0.97,-0.24,-0.07,-0.15,0.09
03/04/2023 10:18:14.428,71,44.0,-3276.8,169,0.15,0.34,3.912,65002.000,0.000920,0.002560,0.75,1.00,-0.36,-0.12,-0.38,0.13
03/04/2023 10:18:15.428,71,41.5,-3276.8,168,0.08,0.24,3.912,64653.000,0.000920,0.002200,0.83,0.97,-0.21,0.01,-0.32,0.02
03/04/2023 10:18:16.428,71,39.7,-3276.8,169,0.09,0.16,3.912,63918.000,0.000920,0.001240,0.77,1.03,-0.27,-0.01,-0.26,-0.03
03/04/2023 10:18:17.428,71,38.5,-3276.8,173,0.11,0.18,3.912,63512.000,0.000920,0.001900,0.86,0.98,-0.13,0.02,-0.14,0.09
03/04/2023 10:18:18.428,71,37.8,-3276.8,175,0.07,0.12,3.912,64028.000,0.000920,0.000860,0.87,0.98,-0.04,0.06,-0.12,0.02
03/04/2023 10:18:19.428,71,37.4,-3276.8,176,0.05,0.09,3.912,64063.000,0.000920,0.000660,0.87,0.97,-0.04,0.04,-0.14,0.00
03/04/2023 10:18:20.428,70,34.5,-3276.8,176,0.02,0.07,3.912,64439.000,0.000860,0.000380,0.89,0.97,-0.04,0.06,-0.12,-0.02
03/04/2023 10:18:21.428,70,31.5,-3276.8,175,0.02,0.07,3.912,64718.000,0.000860,0.000480,0.86,0.98,-0.02,0.04,-0.10,-0.03
03/04/2023 10:18:22.428,71,29.1,-3276.8,179,0.09,0.31,3.912,64625.000,0.000860,0.000360,0.87,1.06,-0.13,0.08,-0.10,0.34
03/04/2023 10:18:23.428,71,27.6,-3276.8,-178,0.13,0.33,3.912,64857.000,0.000860,0.001880,0.73,1.06,-0.18,0.16,-0.22,0.27
03/04/2023 10:18:24.428,71,26.7,-3276.8,-175,0.11,0.18,3.911,65030.000,0.000860,0.002960,0.87,1.02,0.04,0.20,-0.12,0.13
03/04/2023 10:18:25.428,71,26.2,-3276.8,172,0.10,0.19,3.911,65159.000,0.000860,0.003880,0.86,1.00,0.09,0.22,-0.21,-0.01
03/04/2023 10:18:26.428,71,26.0,-3276.8,170,0.06,0.14,3.911,65237.000,0.000860,0.001740,0.86,0.95,0.19,0.25,-0.04,0.10
03/04/2023 10:18:27.428,70,25.9,-3276.8,168,0.03,0.04,3.911,65313.000,0.000860,0.001120,0.87,0.93,0.19,0.24,-0.04,0.00
03/04/2023 10:18:28.428,71,25.9,-3276.8,168,0.02,0.06,3.911,65053.000,0.000860,0.000700,0.85,0.93,0.19,0.24,-0.06,0.00
03/04/2023 10:18:29.428,71,30.0,-3276.8,168,0.01,0.03,3.911,64971.000,0.000860,0.000440,0.86,0.95,0.18,0.22,-0.06,0.00
03/04/2023 10:18:30.428,72,33.8,-3276.8,168,0.02,0.07,3.911,64486.000,0.000860,0.000280,0.85,1.00,0.13,0.21,-0.07,0.03
03/04/2023 10:18:31.428,70,36.0,-3276.8,168,0.02,0.06,3.911,64727.000,0.000860,0.000780,0.87,0.96,0.14,0.21,-0.03,0.03
03/04/2023 10:18:32.428,69,37.3,-3276.8,-170,0.11,0.34,3.911,64933.000,0.000860,0.000340,0.85,1.01,0.02,0.22,-0.07,0.39
03/04/2023 10:18:33.428,69,38.1,-3276.8,-170,0.11,0.33,3.911,65087.000,0.000860,0.000800,0.51,1.16,0.02,0.30,-0.32,0.24
03/04/2023 10:18:34.428,69,38.5,-3276.8,-168,0.06,0.10,3.911,65201.000,0.000860,0.000360,0.85,0.96,0.19,0.26,-0.03,0.13
03/04/2023 10:18:35.428,69,38.8,-3276.8,-168,0.04,0.07,3.911,64733.000,0.000860,0.000300,0.86,0.95,0.20,0.26,0.04,0.14
03/04/2023 10:18:36.428,68,36.0,-3276.8,-166,0.03,0.06,3.911,64205.000,0.000860,0.000220,0.86,0.93,0.19,0.26,0.07,0.13
03/04/2023 10:18:37.428,68,33.9,-3276.8,-166,0.02,0.04,3.911,63929.000,0.000860,0.000200,0.86,0.92,0.20,0.26,0.04,0.14
03/04/2023 10:18:38.428,68,32.9,-3276.8,-166,0.03,0.07,3.911,64009.000,0.000860,0.000840,0.87,0.96,0.19,0.26,0.00,0.15
03/04/2023 10:18:39.428,68,32.2,-3276.8,-168,0.09,0.15,3.911,64398.000,0.000860,0.000660,0.89,0.96,0.12,0.21,-0.09,0.13
03/04/2023 10:18:40.428,68,31.9,-3276.8,-169,0.03,0.09,3.911,64688.000,0.000860,0.000420,0.87,0.97,0.14,0.20,-0.07,0.09
03/04/2023 10:18:41.428,67,31.6,-3276.8,-169,0.02,0.08,3.911,64904.000,0.000860,0.000300,0.87,0.96,0.14,0.21,-0.02,0.10
03/04/2023 10:18:42.428,66,29.5,-3276.8,-169,0.03,0.07,3.911,64765.000,0.000860,0.000220,0.89,0.95,0.14,0.22,-0.04,0.10
03/04/2023 10:18:43.428,65,27.2,-3276.8,-168,0.07,0.13,3.911,64662.000,0.000860,0.000180,0.86,0.97,0.16,0.22,-0.02,0.20
03/04/2023 10:18:44.428,64,25.9,-3276.8,-169,0.05,0.10,3.911,64885.000,0.000860,0.000200,0.87,0.97,0.09,0.20,-0.03,0.15
03/04/2023 10:18:45.428,66,25.1,-3276.8,170,0.14,0.18,3.911,65051.000,0.000860,0.000180,0.86,0.98,0.12,0.20,-0.16,-0.03
03/04/2023 10:18:46.428,70,24.1,-3276.8,169,0.10,0.19,3.911,61649.000,0.000860,0.001000,0.81,1.00,0.16,0.26,-0.18,0.14
03/04/2023 10:18:47.428,72,21.9,-3276.8,166,0.11,0.20,3.911,54311.000,0.000860,0.001420,0.78,1.04,0.21,0.39,-0.09,0.16
03/04/2023 10:18:48.428,73,20.6,-3276.8,-164,0.12,0.19,3.911,57090.000,0.000860,0.000960,0.77,1.08,0.16,0.37,-0.14,0.16
03/04/2023 10:18:49.428,74,19.8,-3276.8,166,0.10,0.31,3.911,54390.000,0.000860,0.000720,0.80,1.21,0.02,0.31,-0.19,0.04
03/04/2023 10:18:50.428,75,19.4,-3276.8,166,0.11,0.36,3.911,53331.000,0.000860,0.000580,0.80,1.26,0.04,0.30,-0.14,0.18
03/04/2023 10:18:51.428,75,19.3,-3276.8,168,0.15,0.46,3.911,56028.000,0.000860,0.000480,0.75,1.39,-0.07,0.31,-0.22,0.19
03/04/2023 10:18:52.428,76,19.3,-3276.8,170,0.13,0.39,3.911,57939.000,0.000860,0.000600,0.79,1.36,-0.09,0.28,-0.20,0.08
03/04/2023 10:18:53.428,77,19.4,-3276.8,170,0.14,0.28,3.911,59878.000,0.000860,0.000440,0.74,1.21,0.03,0.30,-0.18,0.20
03/04/2023 10:18:54.428,78,19.4,-3276.8,169,0.14,0.43,3.911,61321.000,0.000860,0.000360,0.74,1.37,0.02,0.34,-0.14,0.21
03/04/2023 10:18:55.428,81,18.9,-3276.8,168,0.11,0.24,3.911,53635.000,0.000860,0.000900,0.75,1.18,0.13,0.33,-0.14,0.13
03/04/2023 10:18:56.428,82,18.1,-3276.8,-171,0.12,0.19,3.911,45520.000,0.000860,0.000620,0.79,1.03,0.01,0.26,-0.07,0.13
03/04/2023 10:18:57.428,83,17.6,-3276.8,-170,0.06,0.10,3.911,39391.000,0.000860,0.000400,0.83,1.01,0.10,0.20,0.03,0.16
03/04/2023 10:18:58.428,85,17.3,-3276.8,-170,0.05,0.18,3.911,39050.000,0.000860,0.000340,0.84,0.96,0.09,0.24,-0.10,0.21
03/04/2023 10:18:59.428,86,17.1,-3276.8,-171,0.11,0.26,3.911,35545.000,0.000860,0.001140,0.84,0.97,0.00,0.15,-0.09,0.40
03/04/2023 10:19:00.428,87,17.0,-3276.8,-170,0.13,0.27,3.911,29005.000,0.000860,0.004660,0.75,1.04,-0.02,0.21,-0.12,0.42
03/04/2023 10:19:01.428,87,16.9,-3276.8,-169,0.09,0.20,3.911,34854.000,0.000860,0.004840,0.84,0.97,0.10,0.24,-0.10,0.31
03/04/2023 10:19:02.428,87,16.9,-3276.8,-168,0.06,0.26,3.911,42685.000,0.000860,0.006360,0.89,0.98,0.14,0.24,-0.04,0.42
03/04/2023 10:19:03.428,87,16.4,-3276.8,-168,0.05,0.24,3.911,48517.000,0.000860,0.003060,0.83,0.96,0.08,0.21,0.02,0.33
03/04/2023 10:19:04.428,87,14.6,-3276.8,-168,0.02,0.06,3.911,52653.000,0.000860,0.001800,0.87,0.96,0.09,0.20,0.04,0.13
03/04/2023 10:19:05.428,86,14.0,-3276.8,-170,0.03,0.18,3.911,55750.000,0.000860,0.001220,0.80,1.00,0.06,0.21,-0.06,0.20
03/04/2023 10:19:06.428,86,14.2,-3276.8,-170,0.06,0.12,3.911,57801.000,0.000860,0.001400,0.84,0.97,0.03,0.18,0.00,0.20
03/04/2023 10:19:07.428,86,14.6,-3276.8,-171,0.05,0.13,3.911,59775.000,0.000860,0.001880,0.86,1.00,0.06,0.19,-0.04,0.21
03/04/2023 10:19:08.428,85,14.9,-3276.8,-170,0.04,0.16,3.911,61245.000,0.000860,0.002520,0.85,0.97,0.08,0.20,-0.02,0.30
03/04/2023 10:19:09.428,85,15.0,-3276.8,-170,0.05,0.08,3.911,62340.000,0.000860,0.001580,0.87,0.96,0.12,0.20,0.04,0.19
03/04/2023 10:19:10.428,85,15.1,-3276.8,-170,0.03,0.07,3.911,62845.000,0.000860,0.000920,0.86,0.95,0.14,0.21,0.02,0.10
03/04/2023 10:19:11.428,85,15.3,-3276.8,-169,0.02,0.08,3.911,62869.000,0.000860,0.000600,0.87,0.97,0.07,0.20,0.03,0.13
03/04/2023 10:19:12.428,85,16.2,-3276.8,-170,0.07,0.19,3.911,63549.000,0.000860,0.000580,0.85,0.98,0.01,0.20,-0.01,0.22
03/04/2023 10:19:13.428,85,20.5,-3276.8,-172,0.09,0.31,3.911,63521.000,0.000860,0.000800,0.86,0.97,0.02,0.13,-0.07,0.43
03/04/2023 10:19:14.428,85,25.0,-3276.8,-171,0.08,0.26,3.910,64035.000,0.000860,0.003300,0.87,0.97,0.03,0.20,-0.30,0.27
03/04/2023 10:19:15.428,85,27.6,-3276.8,-170,0.08,0.16,3.909,64418.000,0.000860,0.002900,0.85,0.97,0.06,0.18,-0.04,0.28
03/04/2023 10:19:16.428,85,29.1,-3276.8,-169,0.06,0.12,3.909,64703.000,0.000860,0.001620,0.86,0.95,0.07,0.20,0.08,0.24
03/04/2023 10:19:17.428,84,27.8,-3276.8,-169,0.05,0.15,3.909,64685.000,0.000860,0.001020,0.87,1.00,0.06,0.19,-0.03,0.21
03/04/2023 10:19:18.428,84,26.6,-3276.8,-171,0.12,0.19,3.909,64531.000,0.000860,0.000720,0.86,0.97,0.06,0.18,-0.10,0.06
03/04/2023 10:19:19.428,84,25.9,-3276.8,-172,0.05,0.08,3.909,64787.000,0.000860,0.000480,0.89,0.96,0.09,0.20,-0.02,0.08
03/04/2023 10:19:20.428,85,25.4,-3276.8,-171,0.02,0.08,3.909,64978.000,0.000860,0.000300,0.89,0.96,0.09,0.20,-0.02,0.08
03/04/2023 10:19:21.428,84,25.9,-3276.8,-172,0.02,0.07,3.909,65120.000,0.000860,0.000240,0.89,0.97,0.07,0.18,-0.01,0.07
03/04/2023 10:19:22.428,84,27.3,-3276.8,-172,0.02,0.06,3.909,65058.000,0.000840,0.000160,0.89,0.95,0.07,0.16,0.01,0.07
03/04/2023 10:19:23.428,82,28.3,-3276.8,-170,0.03,0.12,3.909,52757.000,0.000840,0.000160,0.90,0.96,0.12,0.20,-0.15,0.06
03/04/2023 10:19:24.428,79,28.9,-3276.8,-170,0.02,0.06,3.909,51719.000,0.001080,0.000120,0.89,0.96,0.15,0.21,0.01,0.07
03/04/2023 10:19:25.428,77,29.3,-3276.8,-169,0.02,0.03,3.909,55245.000,0.001080,0.000080,0.87,0.96,0.15,0.21,0.00,0.06
03/04/2023 10:19:26.428,69,29.5,-3276.8,-170,0.02,0.04,3.909,57871.000,0.001180,0.000100,0.87,0.95,0.13,0.21,-0.01,0.07
03/04/2023 10:19:27.428,64,29.6,-3276.8,-171,0.03,0.10,3.909,59827.000,0.001180,0.000100,0.89,0.96,0.09,0.20,-0.14,0.07
03/04/2023 10:19:28.428,62,29.7,-3276.8,-170,0.02,0.06,3.908,61284.000,0.001180,0.000080,0.89,0.96,0.09,0.20,0.00,0.09
03/04/2023 10:19:29.428,63,29.7,-3276.8,-170,0.02,0.04,3.908,62369.000,0.001180,0.000060,0.89,0.96,0.15,0.20,0.00,0.07
03/04/2023 10:19:30.428,67,29.8,-3276.8,-169,0.02,0.04,3.908,63177.000,0.001180,0.000080,0.87,0.95,0.15,0.21,-0.01,0.06
03/04/2023 10:19:31.428,67,29.8,-3276.8,-170,0.02,0.04,3.908,63779.000,0.001180,0.000120,0.89,0.96,0.15,0.21,-0.01,0.08
03/04/2023 10:19:32.428,66,26.0,-3276.8,-170,0.03,0.07,3.908,64227.000,0.001220,0.000080,0.90,0.96,0.09,0.20,0.01,0.08
03/04/2023 10:19:33.428,63,21.8,-3276.8,-170,0.02,0.06,3.908,64561.000,0.001220,0.000060,0.87,0.96,0.12,0.21,-0.01,0.08
03/04/2023 10:19:34.428,63,19.3,-3276.8,-169,0.02,0.04,3.908,64809.000,0.001220,0.000080,0.87,0.96,0.15,0.22,0.00,0.08
03/04/2023 10:19:35.428,62,17.8,-3276.8,-170,0.03,0.03,3.908,64615.000,0.001220,0.000080,0.89,0.95,0.14,0.20,0.02,0.08
03/04/2023 10:19:36.428,64,17.0,-3276.8,-170,0.02,0.07,3.908,62958.000,0.001200,0.000080,0.89,0.96,0.09,0.20,0.02,0.10
03/04/2023 10:19:37.428,65,16.2,-3276.8,-169,0.02,0.04,3.908,63615.000,0.001200,0.000080,0.89,0.96,0.16,0.22,0.01,0.08
03/04/2023 10:19:38.428,65,15.7,-3276.8,-169,0.02,0.03,3.908,64105.000,0.001160,0.000060,0.89,0.95,0.16,0.21,0.01,0.08
03/04/2023 10:19:39.428,65,15.4,-3276.8,-168,0.01,0.04,3.908,63380.000,0.001160,0.000080,0.87,0.96,0.15,0.20,0.00,0.09
03/04/2023 10:19:40.428,66,15.2,-3276.8,-168,0.02,0.10,3.908,60287.000,0.001180,0.000080,0.86,0.95,0.18,0.22,-0.13,0.09
03/04/2023 10:19:41.428,67,15.1,-3276.8,-169,0.04,0.06,3.908,58196.000,0.001180,0.000120,0.87,0.96,0.13,0.21,-0.01,0.10
03/04/2023 10:19:42.428,71,14.3,-3276.8,168,0.07,0.12,3.908,55642.000,0.001160,0.000120,0.87,0.97,0.14,0.22,-0.12,0.02
03/04/2023 10:19:43.428,73,13.7,-3276.8,168,0.06,0.13,3.908,52993.000,0.001160,0.000100,0.87,0.95,0.16,0.38,-0.12,-0.03
03/04/2023 10:19:44.428,73,13.3,-3276.8,-168,0.09,0.14,3.908,50418.000,0.001220,0.000120,0.85,0.95,0.16,0.22,-0.03,0.15
03/04/2023 10:19:45.428,72,13.1,-3276.8,168,0.10,0.15,3.908,42323.000,0.001220,0.000120,0.81,1.07,0.12,0.25,-0.14,0.12
03/04/2023 10:19:46.428,73,13.0,-3276.8,-169,0.11,0.19,3.908,31987.000,0.001280,0.000160,0.84,1.03,0.10,0.25,-0.14,0.18
03/04/2023 10:19:47.428,74,12.8,-3276.8,-169,0.10,0.15,3.908,27962.000,0.001280,0.000160,0.81,1.08,0.09,0.25,-0.14,0.18
03/04/2023 10:19:48.428,77,12.3,-3276.8,171,0.17,0.31,3.908,24307.000,0.001380,0.000160,0.84,1.25,-0.02,0.24,-0.12,0.24
03/04/2023 10:19:49.428,80,11.9,-3276.8,-172,0.12,0.21,3.908,22887.000,0.001380,0.000200,0.84,1.07,0.00,0.19,-0.15,0.16
03/04/2023 10:19:50.428,83,11.8,-3276.8,171,0.14,0.25,3.908,23535.000,0.001560,0.000220,0.80,1.18,0.07,0.27,-0.14,0.18
03/04/2023 10:19:51.428,88,11.7,-3276.8,-171,0.13,0.27,3.908,28285.000,0.001560,0.000320,0.78,1.20,0.00,0.27,-0.12,0.20
03/04/2023 10:19:52.428,89,11.3,-3276.8,-169,0.13,0.27,3.908,22669.000,0.001560,0.000220,0.75,1.20,0.04,0.27,-0.12,0.15
03/04/2023 10:19:53.428,89,10.7,-3276.8,-168,0.09,0.19,3.908,21227.000,0.001560,0.000260,0.75,1.10,0.09,0.30,-0.07,0.14
03/04/2023 10:19:54.428,88,11.1,-3276.8,-168,0.12,0.22,3.908,17483.000,0.001600,0.000260,0.77,1.13,0.08,0.30,-0.07,0.20
03/04/2023 10:19:55.428,87,12.1,-3276.8,-168,0.10,0.25,3.908,15239.000,0.001600,0.000320,0.78,1.16,0.13,0.28,-0.12,0.13
03/04/2023 10:19:56.428,86,13.0,-3276.8,-169,0.09,0.20,3.908,12419.000,0.001620,0.000220,0.84,1.12,0.03,0.25,-0.14,0.10
03/04/2023 10:19:57.428,84,14.1,-3276.8,167,0.05,0.13,3.908,13613.000,0.001620,0.000200,0.85,0.98,0.16,0.27,-0.07,0.15
03/04/2023 10:19:58.428,84,14.7,-3276.8,-167,0.03,0.06,3.908,13179.000,0.001440,0.000200,0.87,0.95,0.19,0.26,-0.04,0.06
03/04/2023 10:19:59.428,83,16.0,-3276.8,-166,0.05,0.09,3.908,11707.000,0.001440,0.000140,0.85,0.97,0.19,0.27,0.01,0.12
03/04/2023 10:20:00.428,83,17.3,-3276.8,-166,0.02,0.06,3.908,11483.000,0.001320,0.000120,0.86,0.95,0.21,0.27,-0.01,0.10
03/04/2023 10:20:01.428,84,19.7,-3276.8,-166,0.01,0.04,3.908,10875.000,0.001320,0.000100,0.86,0.93,0.21,0.27,0.01,0.08
03/04/2023 10:20:02.428,84,21.1,-3276.8,-166,0.02,0.04,3.908,23175.000,0.001320,0.000100,0.87,0.95,0.19,0.25,0.00,0.08
03/04/2023 10:20:03.428,81,21.9,-3276.8,-166,0.04,0.08,3.908,22403.000,0.001320,0.000140,0.85,0.95,0.21,0.27,0.00,0.14
03/04/2023 10:20:04.428,78,23.8,-3276.8,-166,0.04,0.09,3.908,28591.000,0.001520,0.000220,0.85,0.97,0.16,0.24,0.03,0.18
03/04/2023 10:20:05.428,75,24.9,-3276.8,166,0.14,0.18,3.908,33800.000,0.001520,0.000160,0.85,0.97,0.18,0.26,-0.14,0.13
03/04/2023 10:20:06.428,72,25.6,-3276.8,-166,0.06,0.15,3.908,39912.000,0.001620,0.000140,0.84,0.95,0.21,0.30,-0.14,0.12
03/04/2023 10:20:07.428,72,25.9,-3276.8,-166,0.03,0.08,3.908,38057.000,0.001620,0.000120,0.85,0.95,0.21,0.30,-0.01,0.10
03/04/2023 10:20:08.428,70,26.2,-3276.8,-166,0.02,0.04,3.908,35521.000,0.001400,0.000120,0.89,0.95,0.18,0.22,0.02,0.09
03/04/2023 10:20:09.428,70,26.3,-3276.8,-166,0.03,0.08,3.908,34863.000,0.001400,0.000080,0.87,0.95,0.20,0.26,0.06,0.14
03/04/2023 10:20:10.428,71,24.4,-3276.8,-166,0.02,0.06,3.908,31373.000,0.001480,0.000080,0.86,0.93,0.20,0.28,0.04,0.14
03/04/2023 10:20:11.428,68,22.3,-3276.8,-166,0.03,0.06,3.908,25508.000,0.001480,0.000080,0.86,0.96,0.21,0.30,0.02,0.14
03/04/2023 10:20:12.428,64,21.1,-3276.8,-166,0.10,0.14,3.908,21274.000,0.001520,0.000160,0.85,0.95,0.19,0.24,-0.10,0.04
03/04/2023 10:20:13.428,62,20.0,-3276.8,166,0.07,0.12,3.908,28518.000,0.001520,0.000100,0.87,0.95,0.20,0.26,-0.13,-0.01
03/04/2023 10:20:14.428,61,19.1,-3276.8,-166,0.10,0.15,3.908,37966.000,0.001340,0.000100,0.83,0.96,0.19,0.28,-0.02,0.15
03/04/2023 10:20:15.428,62,18.5,-3276.8,169,0.11,0.19,3.908,38709.000,0.001340,0.000120,0.85,1.10,0.03,0.22,-0.14,0.14
03/04/2023 10:20:16.428,63,18.2,-3276.8,-168,0.11,0.20,3.908,31090.000,0.001300,0.000120,0.77,1.10,0.01,0.31,-0.12,0.14
03/04/2023 10:20:17.428,65,18.0,-3276.8,170,0.12,0.25,3.908,26642.000,0.001300,0.000160,0.80,1.14,0.01,0.24,-0.14,0.04
03/04/2023 10:20:18.428,69,17.2,-3276.8,170,0.12,0.22,3.908,22948.000,0.001260,0.000140,0.73,1.14,0.03,0.26,-0.14,0.14
03/04/2023 10:20:19.428,72,16.6,-3276.8,-170,0.14,0.26,3.908,18727.000,0.001260,0.000120,0.75,1.21,0.03,0.27,-0.14,0.19
03/04/2023 10:20:20.428,72,16.2,-3276.8,-169,0.11,0.25,3.908,17544.000,0.001380,0.000120,0.77,1.19,0.09,0.28,-0.12,0.13
03/04/2023 10:20:21.428,73,16.0,-3276.8,168,0.10,0.26,3.908,19879.000,0.001380,0.000220,0.79,1.18,0.07,0.34,-0.12,0.13
03/04/2023 10:20:22.428,72,15.8,-3276.8,-168,0.10,0.20,3.908,16834.000,0.001440,0.000180,0.75,1.08,0.07,0.27,-0.09,0.16
03/04/2023 10:20:23.428,73,15.8,-3276.8,-170,0.12,0.19,3.908,13795.000,0.001440,0.000160,0.83,1.08,0.02,0.21,-0.14,0.16
03/04/2023 10:20:24.428,74,15.8,-3276.8,-168,0.13,0.15,3.908,11889.000,0.001340,0.000120,0.86,0.97,0.04,0.22,0.12,0.22
03/04/2023 10:20:25.428,75,16.2,-3276.8,-171,0.14,0.20,3.908,15116.000,0.001340,0.000120,0.87,0.97,0.00,0.19,-0.13,0.13
03/04/2023 10:20:26.428,76,17.4,-3276.8,172,0.14,0.20,3.908,19885.000,0.001280,0.000160,0.86,0.98,0.02,0.19,-0.24,-0.06
03/04/2023 10:20:27.428,74,18.2,-3276.8,172,0.14,0.22,3.908,28270.000,0.001280,0.000220,0.83,1.07,0.06,0.24,-0.22,0.19
03/04/2023 10:20:28.428,72,18.6,-3276.8,170,0.13,0.21,3.908,34790.000,0.001220,0.001000,0.77,1.13,0.01,0.31,-0.13,0.14
03/04/2023 10:20:29.428,70,18.9,-3276.8,168,0.12,0.20,3.908,29317.000,0.001220,0.000740,0.74,1.09,0.06,0.34,-0.14,0.19
03/04/2023 10:20:30.428,70,18.8,-3276.8,-168,0.16,0.28,3.908,22742.000,0.001160,0.000520,0.73,1.13,0.01,0.39,-0.15,0.22
03/04/2023 10:20:31.428,71,18.3,-3276.8,-168,0.12,0.21,3.908,23153.000,0.001160,0.000580,0.77,1.07,0.10,0.26,-0.12,0.24
03/04/2023 10:20:32.428,70,17.9,-3276.8,-168,0.11,0.18,3.908,30606.000,0.001140,0.000420,0.81,1.07,0.10,0.27,-0.10,0.20
03/04/2023 10:20:33.428,71,17.7,-3276.8,174,0.32,0.56,3.908,37591.000,0.001140,0.000660,0.61,1.01,-0.36,0.21,-0.48,0.21
03/04/2023 10:20:34.428,71,17.8,-3276.8,163,0.35,0.56,3.908,35072.000,0.001120,0.000500,0.68,0.89,-0.34,-0.08,-0.51,-0.21
03/04/2023 10:20:35.428,71,18.0,-3276.8,170,0.19,0.37,3.908,36066.000,0.001120,0.000920,0.83,1.00,-0.10,0.19,-0.24,0.21
03/04/2023 10:20:36.428,71,18.4,-3276.8,175,0.23,0.37,3.908,31767.000,0.001140,0.000680,0.84,1.01,0.14,0.25,-0.14,0.20
03/04/2023 10:20:37.428,71,18.6,-3276.8,172,0.13,0.21,3.908,40340.000,0.001140,0.000420,0.86,0.95,0.19,0.24,-0.03,0.14
03/04/2023 10:20:38.428,71,18.8,-3276.8,169,0.08,0.18,3.908,41454.000,0.001060,0.000400,0.83,0.97,0.21,0.30,-0.09,0.12
03/04/2023 10:20:39.428,72,19.0,-3276.8,166,0.06,0.09,3.908,41451.000,0.001060,0.000280,0.84,0.93,0.21,0.32,-0.07,0.02
03/04/2023 10:20:40.428,78,19.9,-3276.8,165,0.04,0.09,3.908,37646.000,0.001040,0.000260,0.83,0.92,0.24,0.33,-0.04,0.01
03/04/2023 10:20:41.428,83,20.4,-3276.8,164,0.02,0.04,3.908,39401.000,0.001040,0.000220,0.86,0.92,0.21,0.30,-0.03,0.02
03/04/2023 10:20:42.428,84,20.8,-3276.8,163,0.02,0.06,3.908,38821.000,0.001020,0.000140,0.85,0.92,0.24,0.32,-0.03,0.03
03/04/2023 10:20:43.428,82,21.0,-3276.8,163,0.02,0.04,3.908,36984.000,0.001020,0.000100,0.84,0.91,0.22,0.33,-0.03,0.03
03/04/2023 10:20:44.428,78,21.1,-3276.8,164,0.03,0.06,3.908,33214.000,0.001340,0.000120,0.85,0.95,0.20,0.26,-0.06,0.01
03/04/2023 10:20:45.428,74,21.1,-3276.8,164,0.01,0.04,3.908,27188.000,0.001340,0.000120,0.86,0.93,0.21,0.30,-0.04,0.01
03/04/2023 10:20:46.428,71,21.2,-3276.8,164,0.01,0.03,3.908,24609.000,0.001400,0.000080,0.86,0.93,0.21,0.28,-0.04,0.01
03/04/2023 10:20:47.428,69,20.2,-3276.8,165,0.02,0.04,3.908,23909.000,0.001400,0.000100,0.86,0.93,0.20,0.27,-0.03,0.03
03/04/2023 10:20:48.428,68,19.6,-3276.8,164,0.03,0.07,3.908,18726.000,0.001420,0.000120,0.84,0.92,0.24,0.33,-0.04,0.04
03/04/2023 10:20:49.428,70,19.4,-3276.8,164,0.02,0.03,3.908,20508.000,0.001420,0.000080,0.84,0.93,0.21,0.30,-0.04,0.03
03/04/2023 10:20:50.428,71,19.6,-3276.8,164,0.02,0.06,3.908,21629.000,0.001500,0.000120,0.86,0.93,0.22,0.30,-0.02,0.07
03/04/2023 10:20:51.428,70,19.8,-3276.8,-164,0.02,0.06,3.908,18638.000,0.001500,0.000120,0.84,0.92,0.22,0.31,-0.02,0.04
03/04/2023 10:20:52.428,68,19.5,-3276.8,-162,0.03,0.07,3.908,19717.000,0.001440,0.000100,0.81,0.92,0.24,0.32,-0.03,0.03
03/04/2023 10:20:53.428,66,18.8,-3276.8,-164,0.03,0.06,3.908,23430.000,0.001440,0.000200,0.85,0.96,0.21,0.27,-0.03,0.03
03/04/2023 10:20:54.428,65,18.4,-3276.8,164,0.02,0.06,3.908,19377.000,0.001500,0.000200,0.84,0.93,0.21,0.31,-0.06,0.03
03/04/2023 10:20:55.428,65,18.2,-3276.8,163,0.03,0.06,3.908,18847.000,0.001500,0.000180,0.83,0.91,0.25,0.34,-0.06,0.01
03/04/2023 10:20:56.428,66,17.9,-3276.8,162,0.03,0.04,3.908,22755.000,0.001580,0.000120,0.84,0.92,0.25,0.34,-0.07,-0.01
03/04/2023 10:20:57.428,68,17.7,-3276.8,162,0.02,0.06,3.908,21320.000,0.001580,0.000120,0.83,0.90,0.27,0.36,-0.07,0.01
03/04/2023 10:20:58.428,70,17.3,-3276.8,162,0.02,0.06,3.908,22366.000,0.001460,0.000080,0.83,0.92,0.25,0.33,-0.07,0.01
